Geo_FIPS,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEO_ID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_PLACESE,SE_A01001_001,SE_A01001_002,SE_A01001_003,SE_A01001_004,SE_A01001_005,SE_A01001_006,SE_A01001_007,SE_A01001_008,SE_A01001_009,SE_A01001_010,SE_A01001_011,SE_A01001_012,SE_A01001_013,PCT_SE_A01001_002,PCT_SE_A01001_003,PCT_SE_A01001_004,PCT_SE_A01001_005,PCT_SE_A01001_006,PCT_SE_A01001_007,PCT_SE_A01001_008,PCT_SE_A01001_009,PCT_SE_A01001_010,PCT_SE_A01001_011,PCT_SE_A01001_012,PCT_SE_A01001_013
"06037576301","Census Tract 5763.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576301","Census Tract 5763.01",,,,4756,131,282,350,109,447,909,873,336,641,457,156,65,2.75,5.93,7.36,2.29,9.4,19.11,18.36,7.06,13.48,9.61,3.28,1.37
"06037576302","Census Tract 5763.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576302","Census Tract 5763.02",,,,2986,135,202,153,183,259,526,348,370,437,209,123,41,4.52,6.76,5.12,6.13,8.67,17.62,11.65,12.39,14.63,7,4.12,1.37
"06037576401","Census Tract 5764.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576401","Census Tract 5764.01",,,,3933,329,209,363,242,490,620,437,395,540,253,13,42,8.37,5.31,9.23,6.15,12.46,15.76,11.11,10.04,13.73,6.43,0.33,1.07
"06037576402","Census Tract 5764.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576402","Census Tract 5764.02",,,,4256,342,353,388,149,426,754,437,603,462,243,33,66,8.04,8.29,9.12,3.5,10.01,17.72,10.27,14.17,10.86,5.71,0.78,1.55
"06037576403","Census Tract 5764.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576403",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576403","Census Tract 5764.03",,,,4814,170,375,379,155,500,1095,587,859,516,107,62,9,3.53,7.79,7.87,3.22,10.39,22.75,12.19,17.84,10.72,2.22,1.29,0.19
"06037576501","Census Tract 5765.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576501","Census Tract 5765.01",,,,2805,223,151,184,151,90,856,399,270,209,194,57,21,7.95,5.38,6.56,5.38,3.21,30.52,14.22,9.63,7.45,6.92,2.03,0.75
"06037576502","Census Tract 5765.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576502","Census Tract 5765.02",,,,4997,307,185,60,260,729,1502,653,412,499,341,43,6,6.14,3.7,1.2,5.2,14.59,30.06,13.07,8.24,9.99,6.82,0.86,0.12
"06037576503","Census Tract 5765.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576503",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576503","Census Tract 5765.03",,,,3919,143,118,167,117,617,913,709,502,316,160,94,63,3.65,3.01,4.26,2.99,15.74,23.3,18.09,12.81,8.06,4.08,2.4,1.61
"06037576601","Census Tract 5766.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576601","Census Tract 5766.01",,,,4193,106,208,71,66,169,680,1132,730,469,368,166,28,2.53,4.96,1.69,1.57,4.03,16.22,27,17.41,11.19,8.78,3.96,0.67
"06037576602","Census Tract 5766.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576602","Census Tract 5766.02",,,,4601,50,0,105,32,254,1321,604,834,890,412,94,5,1.09,0,2.28,0.7,5.52,28.71,13.13,18.13,19.34,8.95,2.04,0.11
"06037576700","Census Tract 5767, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576700","Census Tract 5767",,,,4163,278,74,71,8,224,1233,536,312,654,535,175,63,6.68,1.78,1.71,0.19,5.38,29.62,12.88,7.49,15.71,12.85,4.2,1.51
"06037576801","Census Tract 5768.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576801","Census Tract 5768.01",,,,3760,186,136,113,26,395,990,887,278,365,245,104,35,4.95,3.62,3.01,0.69,10.51,26.33,23.59,7.39,9.71,6.52,2.77,0.93
"06037576802","Census Tract 5768.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576802","Census Tract 5768.02",,,,4426,93,133,242,192,256,1167,866,516,333,452,102,74,2.1,3,5.47,4.34,5.78,26.37,19.57,11.66,7.52,10.21,2.3,1.67
"06037576901","Census Tract 5769.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576901",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576901","Census Tract 5769.01",,,,5152,254,394,204,128,567,1146,691,803,718,208,35,4,4.93,7.65,3.96,2.48,11.01,22.24,13.41,15.59,13.94,4.04,0.68,0.08
"06037576903","Census Tract 5769.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576903",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576903","Census Tract 5769.03",,,,4018,251,151,193,127,496,1031,667,471,262,241,99,29,6.25,3.76,4.8,3.16,12.34,25.66,16.6,11.72,6.52,6,2.46,0.72
"06037576904","Census Tract 5769.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"576904",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037576904","Census Tract 5769.04",,,,3098,180,126,170,85,338,670,701,355,215,202,56,0,5.81,4.07,5.49,2.74,10.91,21.63,22.63,11.46,6.94,6.52,1.81,0
"06037577000","Census Tract 5770, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577000","Census Tract 5770",,,,6993,125,193,147,170,596,2202,1198,981,729,441,124,87,1.79,2.76,2.1,2.43,8.52,31.49,17.13,14.03,10.42,6.31,1.77,1.24
"06037577100","Census Tract 5771, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577100","Census Tract 5771",,,,7452,277,222,172,417,779,1797,1210,839,864,410,380,85,3.72,2.98,2.31,5.6,10.45,24.11,16.24,11.26,11.59,5.5,5.1,1.14
"06037577200","Census Tract 5772, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577200",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577200","Census Tract 5772",,,,5893,206,61,58,72,258,1275,1160,1375,773,328,301,26,3.5,1.04,0.98,1.22,4.38,21.64,19.68,23.33,13.12,5.57,5.11,0.44
"06037577300","Census Tract 5773, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577300",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577300","Census Tract 5773",,,,5935,231,52,92,162,286,1264,1048,1345,789,501,145,20,3.89,0.88,1.55,2.73,4.82,21.3,17.66,22.66,13.29,8.44,2.44,0.34
"06037577400","Census Tract 5774, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577400","Census Tract 5774",,,,2807,98,100,127,72,156,541,391,354,364,387,166,51,3.49,3.56,4.52,2.57,5.56,19.27,13.93,12.61,12.97,13.79,5.91,1.82
"06037577501","Census Tract 5775.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577501","Census Tract 5775.01",,,,3333,75,19,145,114,99,311,327,407,731,567,466,72,2.25,0.57,4.35,3.42,2.97,9.33,9.81,12.21,21.93,17.01,13.98,2.16
"06037577504","Census Tract 5775.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577504",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577504","Census Tract 5775.04",,,,1372,0,17,50,79,64,180,139,169,351,239,72,12,0,1.24,3.64,5.76,4.66,13.12,10.13,12.32,25.58,17.42,5.25,0.87
"06037577602","Census Tract 5776.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577602","Census Tract 5776.02",,,,3229,109,85,83,110,201,450,289,387,492,485,476,62,3.38,2.63,2.57,3.41,6.22,13.94,8.95,11.99,15.24,15.02,14.74,1.92
"06037577604","Census Tract 5776.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577604",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577604","Census Tract 5776.04",,,,1655,25,27,24,40,185,112,183,140,312,365,203,39,1.51,1.63,1.45,2.42,11.18,6.77,11.06,8.46,18.85,22.05,12.27,2.36
"06037577605","Census Tract 5776.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577605",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577605","Census Tract 5776.05",,,,4661,322,378,216,97,218,269,521,421,795,970,321,133,6.91,8.11,4.63,2.08,4.68,5.77,11.18,9.03,17.06,20.81,6.89,2.85
"06037577606","Census Tract 5776.06, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577606",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577606","Census Tract 5776.06",,,,3875,346,291,261,92,193,494,778,441,450,251,146,132,8.93,7.51,6.74,2.37,4.98,12.75,20.08,11.38,11.61,6.48,3.77,3.41
"06037577700","Census Tract 5777, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577700","Census Tract 5777",,,,4681,305,278,316,112,414,866,653,565,546,360,152,114,6.52,5.94,6.75,2.39,8.84,18.5,13.95,12.07,11.66,7.69,3.25,2.44
"06037577800","Census Tract 5778, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577800",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577800","Census Tract 5778",,,,4666,245,462,330,200,423,629,676,625,408,347,135,186,5.25,9.9,7.07,4.29,9.07,13.48,14.49,13.39,8.74,7.44,2.89,3.99
"06037577900","Census Tract 5779, Los Angeles County, California","ca","140","00",,,,"06","037",,,"577900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037577900","Census Tract 5779",,,,5598,228,218,211,312,258,732,832,659,694,731,343,380,4.07,3.89,3.77,5.57,4.61,13.08,14.86,11.77,12.4,13.06,6.13,6.79
"06037578000","Census Tract 5780, Los Angeles County, California","ca","140","00",,,,"06","037",,,"578000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037578000","Census Tract 5780",,,,5360,177,295,356,370,316,949,520,663,952,511,227,24,3.3,5.5,6.64,6.9,5.9,17.71,9.7,12.37,17.76,9.53,4.24,0.45
"06037578100","Census Tract 5781, Los Angeles County, California","ca","140","00",,,,"06","037",,,"578100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037578100","Census Tract 5781",,,,2249,0,0,0,60,2016,85,5,0,31,14,24,14,0,0,0,2.67,89.64,3.78,0.22,0,1.38,0.62,1.07,0.62
"06037599000","Census Tract 5990, Los Angeles County, California","ca","140","00",,,,"06","037",,,"599000",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037599000","Census Tract 5990",,,,3258,231,133,300,130,217,421,492,223,638,319,80,74,7.09,4.08,9.21,3.99,6.66,12.92,15.1,6.84,19.58,9.79,2.46,2.27
"06037599100","Census Tract 5991, Los Angeles County, California","ca","140","00",,,,"06","037",,,"599100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037599100","Census Tract 5991",,,,723,15,26,0,26,287,117,49,45,88,70,0,0,2.07,3.6,0,3.6,39.7,16.18,6.78,6.22,12.17,9.68,0,0
"06037600100","Census Tract 6001, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600100","Census Tract 6001",,,,7184,377,420,594,527,685,977,1240,972,724,492,113,63,5.25,5.85,8.27,7.34,9.54,13.6,17.26,13.53,10.08,6.85,1.57,0.88
"06037600201","Census Tract 6002.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600201",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600201","Census Tract 6002.01",,,,5151,445,381,578,357,601,658,596,783,347,237,149,19,8.64,7.4,11.22,6.93,11.67,12.77,11.57,15.2,6.74,4.6,2.89,0.37
"06037600202","Census Tract 6002.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600202","Census Tract 6002.02",,,,6923,723,454,597,294,533,896,969,795,564,554,465,79,10.44,6.56,8.62,4.25,7.7,12.94,14,11.48,8.15,8,6.72,1.14
"06037600302","Census Tract 6003.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600302","Census Tract 6003.02",,,,2701,111,242,254,41,90,421,394,326,235,225,291,71,4.11,8.96,9.4,1.52,3.33,15.59,14.59,12.07,8.7,8.33,10.77,2.63
"06037600303","Census Tract 6003.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600303","Census Tract 6003.03",,,,4178,289,409,408,253,473,739,641,272,474,160,50,10,6.92,9.79,9.77,6.06,11.32,17.69,15.34,6.51,11.35,3.83,1.2,0.24
"06037600304","Census Tract 6003.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600304",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600304","Census Tract 6003.04",,,,3946,305,442,312,168,315,713,590,520,341,140,89,11,7.73,11.2,7.91,4.26,7.98,18.07,14.95,13.18,8.64,3.55,2.26,0.28
"06037600400","Census Tract 6004, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600400",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600400","Census Tract 6004",,,,4208,190,263,307,118,417,587,376,624,619,346,273,88,4.52,6.25,7.3,2.8,9.91,13.95,8.94,14.83,14.71,8.22,6.49,2.09
"06037600501","Census Tract 6005.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600501","Census Tract 6005.01",,,,2510,197,113,162,22,110,355,338,238,366,208,344,57,7.85,4.5,6.45,0.88,4.38,14.14,13.47,9.48,14.58,8.29,13.71,2.27
"06037600601","Census Tract 6006.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600601",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600601","Census Tract 6006.01",,,,2594,16,158,296,33,125,372,347,425,377,145,190,110,0.62,6.09,11.41,1.27,4.82,14.34,13.38,16.38,14.53,5.59,7.32,4.24
"06037600602","Census Tract 6006.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600602",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600602","Census Tract 6006.02",,,,2693,225,225,215,131,317,430,302,406,210,41,42,149,8.35,8.35,7.98,4.86,11.77,15.97,11.21,15.08,7.8,1.52,1.56,5.53
"06037600702","Census Tract 6007.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600702",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600702","Census Tract 6007.02",,,,4638,277,212,210,238,456,606,683,815,516,420,125,80,5.97,4.57,4.53,5.13,9.83,13.07,14.73,17.57,11.13,9.06,2.7,1.72
"06037600703","Census Tract 6007.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600703",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600703","Census Tract 6007.03",,,,1623,70,53,67,36,88,174,215,250,219,200,159,92,4.31,3.27,4.13,2.22,5.42,10.72,13.25,15.4,13.49,12.32,9.8,5.67
"06037600704","Census Tract 6007.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600704",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600704","Census Tract 6007.04",,,,3027,89,146,275,68,189,435,357,370,492,342,240,24,2.94,4.82,9.08,2.25,6.24,14.37,11.79,12.22,16.25,11.3,7.93,0.79
"06037600801","Census Tract 6008.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600801","Census Tract 6008.01",,,,2866,120,92,178,153,136,252,446,420,518,314,115,122,4.19,3.21,6.21,5.34,4.75,8.79,15.56,14.65,18.07,10.96,4.01,4.26
"06037600802","Census Tract 6008.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600802","Census Tract 6008.02",,,,2458,127,89,66,21,124,554,136,209,493,402,175,62,5.17,3.62,2.69,0.85,5.04,22.54,5.53,8.5,20.06,16.35,7.12,2.52
"06037600902","Census Tract 6009.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600902",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600902","Census Tract 6009.02",,,,6382,409,398,416,143,880,1043,567,960,606,623,182,155,6.41,6.24,6.52,2.24,13.79,16.34,8.88,15.04,9.5,9.76,2.85,2.43
"06037600911","Census Tract 6009.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600911",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600911","Census Tract 6009.11",,,,3542,147,228,185,132,98,731,799,412,410,296,89,15,4.15,6.44,5.22,3.73,2.77,20.64,22.56,11.63,11.58,8.36,2.51,0.42
"06037600912","Census Tract 6009.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"600912",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037600912","Census Tract 6009.12",,,,4813,298,202,360,156,535,666,797,576,658,370,175,20,6.19,4.2,7.48,3.24,11.12,13.84,16.56,11.97,13.67,7.69,3.64,0.42
"06037601001","Census Tract 6010.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601001",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601001","Census Tract 6010.01",,,,2160,218,32,118,0,74,365,307,262,266,207,190,121,10.09,1.48,5.46,0,3.43,16.9,14.21,12.13,12.31,9.58,8.8,5.6
"06037601002","Census Tract 6010.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601002","Census Tract 6010.02",,,,5022,288,242,264,172,558,594,770,806,811,289,153,75,5.73,4.82,5.26,3.42,11.11,11.83,15.33,16.05,16.15,5.75,3.05,1.49
"06037601100","Census Tract 6011, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601100",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601100","Census Tract 6011",,,,7199,462,597,308,507,562,1608,1001,790,656,393,231,84,6.42,8.29,4.28,7.04,7.81,22.34,13.9,10.97,9.11,5.46,3.21,1.17
"06037601202","Census Tract 6012.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601202",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601202","Census Tract 6012.02",,,,3845,56,137,300,136,459,611,476,606,363,395,137,169,1.46,3.56,7.8,3.54,11.94,15.89,12.38,15.76,9.44,10.27,3.56,4.4
"06037601211","Census Tract 6012.11, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601211",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601211","Census Tract 6012.11",,,,2996,265,126,161,116,484,374,379,481,209,169,56,176,8.85,4.21,5.37,3.87,16.15,12.48,12.65,16.05,6.98,5.64,1.87,5.87
"06037601212","Census Tract 6012.12, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601212",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601212","Census Tract 6012.12",,,,5054,218,174,316,112,828,740,672,890,556,433,99,16,4.31,3.44,6.25,2.22,16.38,14.64,13.3,17.61,11,8.57,1.96,0.32
"06037601301","Census Tract 6013.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601301",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601301","Census Tract 6013.01",,,,1888,127,94,131,40,99,341,305,226,219,234,60,12,6.73,4.98,6.94,2.12,5.24,18.06,16.15,11.97,11.6,12.39,3.18,0.64
"06037601302","Census Tract 6013.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601302",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601302","Census Tract 6013.02",,,,6513,450,217,405,248,790,1240,1171,810,583,443,156,0,6.91,3.33,6.22,3.81,12.13,19.04,17.98,12.44,8.95,6.8,2.4,0
"06037601303","Census Tract 6013.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601303",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601303","Census Tract 6013.03",,,,5465,158,157,504,261,576,897,698,897,772,335,181,29,2.89,2.87,9.22,4.78,10.54,16.41,12.77,16.41,14.13,6.13,3.31,0.53
"06037601401","Census Tract 6014.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601401",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601401","Census Tract 6014.01",,,,6594,493,298,414,229,498,889,665,1124,1003,555,343,83,7.48,4.52,6.28,3.47,7.55,13.48,10.08,17.05,15.21,8.42,5.2,1.26
"06037601402","Census Tract 6014.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601402",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601402","Census Tract 6014.02",,,,4450,160,486,212,115,237,677,607,608,844,344,64,96,3.6,10.92,4.76,2.58,5.33,15.21,13.64,13.66,18.97,7.73,1.44,2.16
"06037601501","Census Tract 6015.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601501",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601501","Census Tract 6015.01",,,,3640,333,330,273,86,407,637,467,374,405,230,51,47,9.15,9.07,7.5,2.36,11.18,17.5,12.83,10.27,11.13,6.32,1.4,1.29
"06037601502","Census Tract 6015.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601502",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601502","Census Tract 6015.02",,,,3423,220,163,158,122,279,453,522,434,467,490,103,12,6.43,4.76,4.62,3.56,8.15,13.23,15.25,12.68,13.64,14.31,3.01,0.35
"06037601600","Census Tract 6016, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601600",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601600","Census Tract 6016",,,,4067,212,314,147,151,395,738,417,564,737,323,34,35,5.21,7.72,3.61,3.71,9.71,18.15,10.25,13.87,18.12,7.94,0.84,0.86
"06037601700","Census Tract 6017, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601700",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601700","Census Tract 6017",,,,5263,247,354,580,355,535,806,924,528,719,168,45,2,4.69,6.73,11.02,6.75,10.17,15.31,17.56,10.03,13.66,3.19,0.86,0.04
"06037601801","Census Tract 6018.01, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601801",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601801","Census Tract 6018.01",,,,3049,201,275,190,86,294,485,410,455,369,189,59,36,6.59,9.02,6.23,2.82,9.64,15.91,13.45,14.92,12.1,6.2,1.94,1.18
"06037601802","Census Tract 6018.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601802",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601802","Census Tract 6018.02",,,,3454,228,212,281,180,374,561,362,606,277,191,182,0,6.6,6.14,8.14,5.21,10.83,16.24,10.48,17.54,8.02,5.53,5.27,0
"06037601900","Census Tract 6019, Los Angeles County, California","ca","140","00",,,,"06","037",,,"601900",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037601900","Census Tract 6019",,,,4452,167,419,237,152,486,1009,489,491,567,247,161,27,3.75,9.41,5.32,3.41,10.92,22.66,10.98,11.03,12.74,5.55,3.62,0.61
"06037602002","Census Tract 6020.02, Los Angeles County, California","ca","140","00",,,,"06","037",,,"602002",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037602002","Census Tract 6020.02",,,,3036,193,200,255,102,235,568,475,390,353,219,41,5,6.36,6.59,8.4,3.36,7.74,18.71,15.65,12.85,11.63,7.21,1.35,0.16
"06037602003","Census Tract 6020.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"602003",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037602003","Census Tract 6020.03",,,,4220,196,397,277,208,416,886,475,497,390,293,89,96,4.64,9.41,6.56,4.93,9.86,21,11.26,11.78,9.24,6.94,2.11,2.27
"06037602103","Census Tract 6021.03, Los Angeles County, California","ca","140","00",,,,"06","037",,,"602103",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037602103","Census Tract 6021.03",,,,5476,226,262,551,239,627,794,851,550,622,396,226,132,4.13,4.78,10.06,4.36,11.45,14.5,15.54,10.04,11.36,7.23,4.13,2.41
"06037602104","Census Tract 6021.04, Los Angeles County, California","ca","140","00",,,,"06","037",,,"602104",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037602104","Census Tract 6021.04",,,,5646,378,444,541,208,304,1214,675,872,470,318,170,52,6.7,7.86,9.58,3.68,5.38,21.5,11.96,15.44,8.32,5.63,3.01,0.92
"06037602105","Census Tract 6021.05, Los Angeles County, California","ca","140","00",,,,"06","037",,,"602105",,,,,,,,,,,,,,".",".",,,,,,,,,,,,,,"1400000US06037602105","Census Tract 6021.05",,,,3880,207,245,355,113,336,778,487,723,341,143,129,23,5.34,6.31,9.15,2.91,8.66,20.05,12.55,18.63,8.79,3.69,3.32,0.59
